filename,field,gold_length,candidate_length,bert_precision,bert_recall,bert_f1,mover_score,rouge1,rouge2,rougeL,sentence_embedding_sim,gemini_score,gemini_explanation
fiscal_note_20250801_090745_n30_rerank_k20.json,overview,522,551,0.8646649122238159,0.8992650508880615,0.8816255927085876,0.0,0.4725274725274725,0.28888888888888886,0.3956043956043956,0.5772872567176819,5.0,"The candidate text correctly identifies that the First Circuit program is being made permanent and that a Kona program is being established with appropriated funds and a sunset date. However, it contains a significant factual error, stating the Kona pilot program is for three years when it is for two. It also completely omits a key requirement from the gold standard: the reports to the legislature on the need for similar courts in other circuits."
fiscal_note_20250801_090745_n30_rerank_k20.json,appropriations,401,789,0.8150200843811035,0.8560731410980225,0.8350423574447632,0.0,0.2903225806451613,0.02173913043478261,0.19354838709677416,0.5040727257728577,1.0,"
The candidate text is completely incorrect and does not contain any of the specific information found in the gold standard. It fails to mention the correct appropriation amounts of $514,900 and $557,000, the specific fiscal years, the ""Women's Court Pilot Program,"" or its location. Instead, the candidate text discusses entirely different bills and appropriations, making it irrelevant to the reference text."
fiscal_note_20250801_090745_n30_rerank_k20.json,assumptions_and_methodology,351,620,0.8109411001205444,0.8597848415374756,0.8346490263938904,0.0,0.33766233766233766,0.052631578947368425,0.18181818181818182,0.47119686007499695,1.0,"
The candidate text is completely incorrect and appears to be describing a different fiscal measure or pulling from a different source entirely.

- **Contradictory Methodology:** The gold standard states the costs are based on the ""First Circuit Court pilot program,"" while the candidate states they are from the ""Department of Health's proposed budget.""
- **Contradictory Cost Details:** The candidate text provides very specific, but completely different, cost breakdowns (e.g., Clinical Psychologist salary, specific training costs, total appropriations). The gold text mentions supplies, workstations, and contractor costs, none of which are in the candidate text.
- **Missing Critical Information:** The candidate text fails to mention that the cost approximations are being applied to the ""Kona Division,"" a key detail from the gold standard.
- **Incorrect Reference:** The gold standard refers to ""Table 1"" for the cost breakdown, whereas the candidate cites multiple ""Documents.""

The only similarity is the reference to a program in the First Circuit, but all other crucial details are wrong."
fiscal_note_20250801_090745_n30_rerank_k20.json,agency_impact,467,641,0.8205297589302063,0.8612514734268188,0.8403975367546082,0.0,0.20809248554913296,0.09356725146198831,0.16184971098265893,0.4572140872478485,1.0,"The candidate text is completely incorrect and contradicts the gold standard reference. The gold standard clearly states that the Judiciary is the agency impacted, responsible for supervision, and the recipient of the appropriated funds. The candidate text incorrectly identifies the Department of Health (DOH) as the impacted agency and provides a detailed budget and staffing breakdown for the DOH, none of which is mentioned in the reference text."
fiscal_note_20250801_090745_n30_rerank_k20.json,economic_impact,689,563,0.8555799722671509,0.8439890146255493,0.849744975566864,0.0,0.27722772277227725,0.07,0.17821782178217824,0.35466521978378296,1.0,"
The candidate text is completely incorrect and appears to be summarizing information from a different document or a different section of the same document. It shares no factual details with the gold standard text.

- The candidate misses the central economic impact point: the cost of incarceration ($277,035) and the program's goal of reducing these costs.
- The candidate introduces entirely new and unrelated information, such as a funding request of $801,802 and the Department of Health's involvement.
- Critically, the candidate text directly contradicts the gold standard by stating that ""specific performance or participation statistics are not provided,"" when the gold standard is almost entirely composed of such statistics (referrals, participant numbers, graduates)."
fiscal_note_20250801_090745_n30_rerank_k20.json,policy_impact,530,609,0.8424046039581299,0.8592596054077148,0.850748598575592,0.0,0.33695652173913043,0.1098901098901099,0.2065217391304348,0.5262349843978882,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference.

The primary policy impact described in the gold standard is that the measure makes the First Circuit Women's Court *permanent* and establishes a *new* pilot program in the Third Circuit. The candidate text directly contradicts this by stating ""The program is temporary, sunsetting on June 30, 2027."" It completely misses the core change from a pilot program to a permanent one.

Furthermore, the candidate text fails to mention the new pilot program in the Third Circuit and includes fiscal details (appropriation amounts) that are not present in the gold standard for this field."
fiscal_note_20250801_090745_n30_rerank_k20.json,revenue_sources,67,433,0.8149612545967102,0.9079674482345581,0.8589540123939514,0.0,0.1558441558441558,0.0,0.0779220779220779,0.5803993344306946,9.0,"The candidate text correctly identifies the revenue source as State General Funds (""general revenues of the State of Hawaii""). It receives a high score because this core fact is accurate. It is not a perfect 10 because it includes a significant amount of additional detail (specifics on appropriations, fiscal years, and the lack of other revenue streams) that is not present in the concise gold standard text. While this extra information may be correct and relevant to the source document, it goes beyond the scope of the provided gold standard."
fiscal_note_20250801_090745_n30_rerank_k20.json,six_year_fiscal_implications,2463,1385,0.8182785511016846,0.8326941728591919,0.8254234790802002,0.0,0.2784,0.07383627608346709,0.1632,0.4293871223926544,1.0,"
The candidate text is completely incorrect and contradicts the gold standard. The gold standard provides a detailed six-year projection based on the assumption of a statewide rollout modeled after the First Circuit's program, including specific cost estimates for pilot and permanent programs ($695,236 and $705,416 respectively). In contrast, the candidate text states that there is insufficient information to create a six-year projection, cites completely different cost figures for a different program (Kona division), and claims information on long-term permanence and expansion is missing, when the gold standard explicitly makes assumptions about these very points to build its forecast."
fiscal_note_20250801_090745_n30_rerank_k20.json,fiscal_implications_afer_6_years,893,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing text
fiscal_note_20250801_090547_n25_rerank_k25.json,overview,522,637,0.8610451817512512,0.8920989036560059,0.8762970566749573,0.0,0.48979591836734687,0.16494845360824742,0.24489795918367344,0.5553609132766724,1.0,"
The candidate text is fundamentally flawed and misses the most important aspects of the gold standard.

- **Critical Omission:** The candidate text completely omits the primary purpose of the measure, which is to **permanently establish the Women's Court Program in the First Circuit**.
- **Factual Contradiction:** The candidate states the Kona pilot program is for three years, directly contradicting the gold standard's statement that it is a **two-year** pilot program.
- **Inaccurate Details:** The purpose of the legislative reports is misrepresented. The gold standard requires reports on the need/cost for courts in Hilo, the Second, and Fifth Circuits, while the candidate describes reports on the Kona program's status and expansion."
fiscal_note_20250801_090547_n25_rerank_k25.json,appropriations,401,733,0.8852226734161377,0.9087746739387512,0.8968441486358643,0.0,0.53551912568306,0.32044198895027626,0.30601092896174864,0.8050147294998169,2.0,"
The candidate text is highly inaccurate and misleading. While it does contain the correct appropriation figures for the correct fiscal years, it buries this information within a confusing narrative. Critically, it begins by incorrectly stating the sums are ""unspecified"" and ends by incorrectly concluding that the ""exact total appropriations... are not explicitly stated."" These statements directly contradict the gold standard and the primary purpose of an appropriations summary. The inclusion of extraneous details about a different pilot project further confuses the reader."
fiscal_note_20250801_090547_n25_rerank_k25.json,assumptions_and_methodology,351,765,0.8180564641952515,0.8660515546798706,0.8413701057434082,0.0,0.3333333333333333,0.046511627906976744,0.18390804597701152,0.43974554538726807,1.0,"
The candidate text is completely incorrect and appears to be describing a different fiscal analysis. It contradicts the gold standard by focusing on staffing costs (Psychologist, Social Worker) and citing numerous documents, whereas the gold standard's methodology is based on mirroring the ""Mohala Wahine"" program's costs for supplies, technology, and contractors, with a breakdown in ""Table 1"". The candidate text misses every key detail from the reference, including the program name (""Mohala Wahine""), the location (""Kona Division""), the specific cost categories, and the reference to Table 1."
fiscal_note_20250801_090547_n25_rerank_k25.json,agency_impact,467,552,0.8444690704345703,0.8610609173774719,0.8526843190193176,0.0,0.2435897435897436,0.09090909090909091,0.16666666666666669,0.5064429640769958,1.0,"
The candidate text is completely incorrect and appears to describe the impact on a different agency (Department of Health) than the one specified in the gold standard (the Judiciary). It does not mention the Judiciary, the Big Island Drug Court, or any of the key details from the reference text. The two texts describe completely unrelated impacts."
fiscal_note_20250801_090547_n25_rerank_k25.json,economic_impact,689,697,0.844469428062439,0.8545255661010742,0.8494677543640137,0.0,0.33183856502242154,0.05429864253393665,0.17040358744394618,0.4019753634929657,1.0,"The candidate text is completely incorrect and contradicts the gold standard reference.

The gold standard's primary economic impact argument is based on avoiding the specific $277,035 cost of incarceration for one individual. The candidate text completely omits this critical figure.

Furthermore, the candidate text directly contradicts the gold standard by stating that ""quantifiable performance or participation statistics are currently unavailable."" The gold standard explicitly provides these statistics, including 83 referrals, 23 current participants, and 6 graduates. The candidate invents information about program budgets not present in the reference text."
fiscal_note_20250801_090547_n25_rerank_k25.json,policy_impact,530,722,0.8411044478416443,0.8689000606536865,0.8547762632369995,0.0,0.3725490196078432,0.1287128712871287,0.2549019607843137,0.6210013031959534,3.0,"
The candidate text correctly identifies that a new pilot program is being established in Kona. However, it completely omits the other, more significant policy impact mentioned in the gold standard: making the existing First Circuit Women's Court permanent. This is a critical failure, as it misses half of the bill's purpose and the context for future expansion. The candidate text misrepresents the overall policy change by focusing only on the new pilot program."
fiscal_note_20250801_090547_n25_rerank_k25.json,revenue_sources,67,526,0.8172042369842529,0.9326065182685852,0.8710999488830566,0.0,0.22471910112359553,0.06896551724137931,0.15730337078651685,0.6084945201873779,5.0,"The candidate text correctly identifies the revenue source as State General Funds (""general revenues of the State of Hawaii""). However, it includes a large amount of extraneous information that does not belong in the ""revenue_sources"" field. Details about personnel costs, technology, training, and the nature of the budget request belong in the expenditures or purpose sections of a fiscal note. This mixing of information from different fields is a significant error."
fiscal_note_20250801_090547_n25_rerank_k25.json,six_year_fiscal_implications,2463,1383,0.824009358882904,0.8336641788482666,0.8288086652755737,0.0,0.2520193861066236,0.0713128038897893,0.14539579967689822,0.48317787051200867,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference. The reference text creates a six-year forecast based on a clear set of assumptions: a phased statewide rollout modeled on the costs of the First Circuit's pilot and permanent programs ($695,236 and $705,416 respectively). In contrast, the candidate text claims a six-year forecast is impossible due to incomplete data. It cites entirely different and conflicting financial figures (e.g., $514,900, $801,802) and focuses on the program's temporary nature, completely missing the foundational assumptions and calculations that are the core of the gold standard's analysis."
fiscal_note_20250801_090547_n25_rerank_k25.json,fiscal_implications_afer_6_years,893,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing text
fiscal_note_20250801_090816_n30_rerank_k25.json,overview,522,575,0.8899379372596741,0.9147223234176636,0.9021598696708679,0.0,0.5806451612903225,0.3043478260869565,0.43010752688172044,0.585505485534668,4.0,"
The candidate text contains a significant factual error, stating the Kona pilot program is for three years when the gold standard specifies it is a two-year program. Additionally, it completely omits a key component of the measure: the requirement to report on the need and costs for establishing a Women's Court in the Hilo, Second, and Fifth circuits. Instead, it vaguely and incorrectly states the reports are on the ""programs' status."" While it correctly identifies that the First Circuit program becomes permanent and that funds are appropriated with a sunset date, the factual error and the major omission of the reporting scope make it a low-quality summary."
fiscal_note_20250801_090816_n30_rerank_k25.json,appropriations,401,869,0.836629331111908,0.8694678544998169,0.8527325987815857,0.0,0.36363636363636365,0.10204081632653061,0.202020202020202,0.5898053646087646,1.0,"The candidate text is completely incorrect and appears to be summarizing information from a different bill or a collection of bills. It fails to mention the correct appropriation amounts of $514,900 for FY 2025-2026 and $557,000 for FY 2026-2027. Instead, it mentions a different figure ($801,802) and incorrectly states that another amount for the Judiciary is ""unspecified."" The candidate text is a summary of several unrelated bills and does not capture any of the specific, critical financial data from the gold standard."
fiscal_note_20250801_090816_n30_rerank_k25.json,assumptions_and_methodology,351,625,0.8350423574447632,0.8721358180046082,0.8531861305236816,0.0,0.381578947368421,0.09333333333333332,0.2368421052631579,0.46464163064956665,2.0,"The candidate text correctly identifies the core methodology of using a First Circuit pilot program as a model for the Kona Division. However, it is factually incorrect on almost every other detail.

It invents numerous specific details that are not in the gold standard, such as:
- A focus on FTE costs for specific positions (Clinical Psychologist, Social Worker).
- A total projected cost of over $1.5 million.
- A three-year program duration.
- Numerous specific document citations.

It also omits the actual cost components mentioned in the reference text: supplies, workstations, and contractor costs. The addition of fabricated, specific financial data makes the candidate text highly inaccurate and misleading."
fiscal_note_20250801_090816_n30_rerank_k25.json,agency_impact,467,563,0.817349374294281,0.8615475296974182,0.838866651058197,0.0,0.26086956521739135,0.10062893081761005,0.17391304347826086,0.48621436953544617,1.0,"
The candidate text is completely incorrect and contradicts the gold standard reference. It incorrectly identifies the impacted agency as the Department of Health (DOH), when the gold standard clearly states the impact is on the Judiciary. All details provided in the candidate text, including the budget amount and specific staff positions, are entirely different from the information in the reference text, which discusses supervision by the Big Island Drug Court. The two texts describe completely different scenarios."
fiscal_note_20250801_090816_n30_rerank_k25.json,economic_impact,689,680,0.8379138708114624,0.8522212505340576,0.8450070023536682,0.0,0.2986425339366515,0.045662100456621,0.14479638009049772,0.4356437921524048,1.0,"
The candidate text is completely incorrect and contradicts the gold standard. It states that ""precise cost savings and participation statistics are not available,"" when the gold standard provides exactly that information. The gold standard includes the specific cost of incarceration ($277,035 per person), the program's goal of 20 women per year, and detailed participation statistics (83 referrals, 23 active participants, 6 graduates). The candidate text misses every single key data point and makes a factually incorrect claim about their availability."
fiscal_note_20250801_090816_n30_rerank_k25.json,policy_impact,530,599,0.8388744592666626,0.8655651807785034,0.8520107865333557,0.0,0.33513513513513515,0.13114754098360656,0.22702702702702704,0.5808069705963135,1.0,"
The candidate text completely fails to capture the primary policy impacts described in the gold standard text.

The gold standard's main points are:
1.  Making the existing First Circuit Women's Court permanent (a change from its previous sunset date).
2.  Establishing a *new* pilot program in the Third Circuit (Kona).
3.  Stating the intent for a phased, statewide rollout of these courts.

The candidate text only mentions the new Kona pilot program and then adds extraneous details about appropriations and staffing that are not in the gold standard text. It completely misses the most significant policy change: making the First Circuit program permanent."
fiscal_note_20250801_090816_n30_rerank_k25.json,revenue_sources,67,447,0.8208181858062744,0.911469578742981,0.8637719750404358,0.0,0.20512820512820512,0.0,0.10256410256410256,0.6312521696090698,6.0,"The candidate text correctly identifies the revenue source as ""general revenues"" (synonymous with ""State General Funds""). However, it includes a significant amount of additional information that is not present in the gold standard, such as the specific program name, bill number, fiscal years, and the intended use of the funds. While this extra information may be factually correct, it goes beyond the scope of the gold standard for this specific field, which is intended to be a concise statement of the funding source. The candidate fails to replicate the brevity of the reference text."
fiscal_note_20250801_090816_n30_rerank_k25.json,six_year_fiscal_implications,2463,1637,0.825515627861023,0.8329441547393799,0.8292132616043091,0.0,0.30630630630630634,0.0783132530120482,0.16216216216216214,0.46411335468292236,1.0,"
The candidate text is completely incorrect and contradicts the gold standard. The gold standard provides a detailed, assumption-based six-year fiscal projection, using the First Circuit Court as a model to estimate the costs of a phased, statewide rollout. The candidate text, in direct opposition, claims that a six-year outlook cannot be created due to insufficient information. Furthermore, the candidate text cites completely different monetary figures, locations (Kona vs. First, Second, Fifth, and Third Circuits), and program details, indicating it has extracted no relevant information from the source material and may be referencing a different program entirely."
fiscal_note_20250801_090816_n30_rerank_k25.json,fiscal_implications_afer_6_years,893,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing text
fiscal_note_20250801_090346_n15_rerank_k30.json,overview,522,401,0.8636142015457153,0.8843268156051636,0.8738477826118469,0.0,0.4230769230769231,0.2207792207792208,0.3076923076923077,0.5347105860710144,3.0,"The candidate text is severely incomplete and contains a factual error.

- It completely omits the primary purpose of the measure: to permanently establish the Women's Court Program in the First Circuit.
- It omits the requirement for the legislature to receive reports on the need for similar courts in other circuits.
- It incorrectly states that the Kona pilot program is for three years, while the gold standard specifies it is a two-year program.

The candidate text only captures a single, secondary aspect of the bill (the Kona pilot program) and gets a key detail about it wrong."
fiscal_note_20250801_090346_n15_rerank_k30.json,appropriations,401,1039,0.8494881987571716,0.9006177186965942,0.8743060827255249,0.0,0.40350877192982454,0.17699115044247787,0.2543859649122807,0.7837218046188354,4.0,"
The candidate text correctly identifies the specific appropriation amounts for the correct fiscal years and names the correct program. However, it pollutes the summary with a significant amount of extraneous and irrelevant information about other programs in different circuits and entirely different types of appropriations (e.g., for elections). It also contains a direct contradiction by stating that ""actual appropriated amounts... are not explicitly stated"" immediately after listing them. Furthermore, it omits some of the specific purposes of the funds mentioned in the gold standard, such as ""training of program staff."" The inclusion of irrelevant data and the internal contradiction make the text highly confusing and inaccurate as a summary of the reference text."
fiscal_note_20250801_090346_n15_rerank_k30.json,assumptions_and_methodology,351,679,0.8414994478225708,0.8683242797851562,0.8547014594078064,0.0,0.3026315789473684,0.04,0.19736842105263155,0.45871806144714355,1.0,"
The candidate text is completely incorrect and appears to describe an entirely different fiscal analysis.

- **Scope:** The candidate states the cost is extrapolated for ""all circuits,"" while the gold standard specifies it is only for the ""Kona Division."" This is a critical factual contradiction.
- **Cost Components:** The candidate focuses on specific personnel costs (Clinical Psychologist, Social Worker), which are not mentioned in the gold standard. The gold standard lists supplies, technology, and contractor costs.
- **Methodology:** The candidate text introduces details like a $1.5 million total cost and a three-year pilot program, none of which are present in the reference text.

The candidate text does not capture any of the key information from the gold standard and instead provides contradictory and unrelated details."
fiscal_note_20250801_090346_n15_rerank_k30.json,agency_impact,467,466,0.8536123037338257,0.854261040687561,0.8539365530014038,0.0,0.2695035460992908,0.0,0.15602836879432622,0.3592069149017334,1.0,"
The candidate text is completely incorrect and appears to be from an entirely different document. It discusses the Department of Health (DOH) and its Adult Mental Health Division, whereas the gold standard text correctly identifies the Judiciary as the impacted agency and the Women's Court Pilot Program as the subject. There is no overlap in factual information."
